z6-11639;Port1;;;;;;;;;;;;;;;Port7;;Port8;
# Records: 5362;ATMOS 41 All-in-one Weather Station;;;;;;;;;;;;;;;Battery;;Barometer;
Timestamps; W/m² Solar Radiation; mm Precipitation; Lightning Activity; km Lightning Distance;° Wind Direction; m/s Wind Speed; m/s Gust Speed; °C Air Temperature; kPa Vapor Pressure; kPa Atmospheric Pressure;° X-axis Level;° Y-axis Level; mm/h Max Precip Rate; °C RH Sensor Temp; kPa VPD;% Battery Percent; mV Battery Voltage; kPa Reference Pressure; °C Logger Temperature
07/08/2024 05:50:00 AM;13,6;0;0;0;358;0,5;0,83;5,3;0,884;100,23;2,3;5,8;0;5,3;0;100;8228;100,31;5,6
07/08/2024 05:55:00 AM;12,2;0;0;0;311;0,38;0,59;5,3;0,888;100,24;2,2;5,9;0;5,3;0;100;8225;100,31;5,6
07/08/2024 06:00:00 AM;8,4;0;0;0;326;0,31;0,91;5,6;0,892;100,24;2,3;5,9;0;5,3;0,01;100;8228;100,31;5,6
07/08/2024 06:05:00 AM;6;0;0;0;338;0,31;0,68;5,6;0,898;100,24;2,3;5,9;0;5,4;0,01;100;8228;100,31;5,6
07/08/2024 06:10:00 AM;5;0;0;0;109;0,41;0,54;5,5;0,9;100,24;2,3;5,9;0;5,4;0;100;8226;100,31;5,6
07/08/2024 06:15:00 AM;5;0;0;0;123;0,42;0,59;5,4;0,9;100,24;2,4;5,9;0;5,5;0;100;8229;100,31;5,6
07/08/2024 06:20:00 AM;5,8;0;0;0;299;0,4;0,64;5,5;0,894;100,22;2,2;5,9;0;5,4;0,01;100;8225;100,3;5,6
07/08/2024 06:25:00 AM;6;0;0;0;309;0,59;1,23;5,4;0,9;100,22;2,3;5,8;0;5,4;0;100;8229;100,29;5,6
07/08/2024 06:30:00 AM;7,6;0;0;0;306;1,28;1,62;4,9;0,868;100,22;2,2;5,8;0;5,4;0;100;8227;100,3;5,6
07/08/2024 06:35:00 AM;8,2;0;0;0;324;1,4;2,03;4,9;0,866;100,22;2,2;5,8;0;5,3;0;100;8230;100,3;5,5
07/08/2024 06:40:00 AM;11,2;0;0;0;321;0,73;1,58;5,1;0,872;100,21;2,2;5,8;0;5,1;0,01;100;8219;100,28;5,4
07/08/2024 06:45:00 AM;11,6;0;0;0;312;0,5;0,87;5,5;0,882;100,21;2,3;5,9;0;5,2;0,02;100;8225;100,29;5,4
07/08/2024 06:50:00 AM;13;0;0;0;331;0,71;1,21;5,9;0,888;100,21;2,3;5,8;0;5,2;0,04;100;8223;100,29;5,5
07/08/2024 06:55:00 AM;16,2;0;0;0;332;0,96;1,34;6,1;0,902;100,21;2,2;5,9;0;5,4;0,04;100;8224;100,28;5,6
07/08/2024 07:00:00 AM;13,4;0;0;0;344;0,6;0,96;6,1;0,916;100,21;2,2;6;0;5,7;0,03;100;8222;100,29;5,7
07/08/2024 07:05:00 AM;10,2;0;0;0;330;0,73;1,28;6,4;0,922;100,22;1,5;6,1;0;5,8;0,04;100;8225;100,3;5,8
07/08/2024 07:10:00 AM;13,2;0;0;0;332;0,4;1,15;6,3;0,934;100,22;1,7;6,6;0;6;0,02;100;8224;100,3;5,9
07/08/2024 07:15:00 AM;13;0;0;0;61;0,91;1,35;6;0,932;100,22;2,3;5,8;0;6;0;100;8222;100,3;6
07/08/2024 07:20:00 AM;14,2;0;0;0;104;1,39;1,72;5,9;0,924;100,22;2;5,7;0;5,9;0,01;100;8225;100,3;6
07/08/2024 07:25:00 AM;19,2;0;0;0;178;1,26;1,9;5,8;0,926;100,22;1,5;5,8;0;6;0;100;8225;100,3;6
07/08/2024 07:30:00 AM;19,8;0;0;0;332;1,89;3,24;5,2;0,894;100,22;3,4;6,5;0;5,9;0;100;8225;100,29;6
07/08/2024 07:35:00 AM;18;0;0;0;338;1,98;2,87;4,4;0,838;100,22;0,6;7;0;5,6;0;100;8225;100,3;5,7
07/08/2024 07:40:00 AM;15,4;0;0;0;347;1,62;2,28;4,4;0,836;100,22;1,6;4,9;0;5,2;0;100;8220;100,29;5,5
07/08/2024 07:45:00 AM;16,4;0;0;0;350;1,77;2,34;4,6;0,85;100,21;2,3;5,1;0;5;0;100;8221;100,29;5,3
07/08/2024 07:50:00 AM;16,4;0;0;0;347;1,51;2,19;4,6;0,85;100,21;3,4;6,3;0;4,8;0;100;8222;100,29;5,2
07/08/2024 07:55:00 AM;17,2;0;0;0;340;1,86;2,59;4,3;0,83;100,21;2,5;4,7;0;4,7;0;100;8222;100,29;5,1
07/08/2024 08:00:00 AM;20;0;0;0;343;1,93;2,62;4,5;0,84;100,21;1,3;5,2;0;4,6;0;100;8224;100,29;5
07/08/2024 08:05:00 AM;21,4;0;0;0;356;2,48;3,29;4;0,818;100,21;0,9;6,4;0;4,6;0;100;8222;100,29;4,9
07/08/2024 08:10:00 AM;18,4;0;0;0;356;2,89;3,49;4,3;0,822;100,22;2,9;5,2;0;4,3;0,01;100;8220;100,3;4,8
07/08/2024 08:15:00 AM;16,4;0;0;0;357;3,22;3,96;4,9;0,836;100,22;3,2;6,3;0;4,4;0,03;100;8221;100,3;4,8
07/08/2024 08:20:00 AM;17,8;0;0;0;5;3,2;4,3;4,4;0,834;100,21;3,7;5,2;0;4,5;0;100;8221;100,3;4,8
07/08/2024 08:25:00 AM;20,2;0;0;0;5;3,46;3,81;4;0,808;100,21;2,9;5;0;4,4;0;100;8220;100,3;4,7
07/08/2024 08:30:00 AM;26,8;0;0;0;10;3,26;4,06;3,9;0,808;100,21;0,2;5,7;0;4,2;0;100;8194;100,3;4,6
07/08/2024 08:35:00 AM;33,8;0;0;0;5;3,34;4;3,7;0,8;100,21;2,1;6,2;0;4,1;0;100;8210;100,29;4,6
07/08/2024 08:40:00 AM;41,2;0;0;0;8;1,59;2,39;3,6;0,79;100,21;2;6,4;0;4;0;100;8210;100,29;4,5
07/08/2024 08:45:00 AM;44,8;0;0;0;23;2,35;3,25;3,5;0,79;100,2;2;6,1;0;3,9;0;100;8210;100,29;4,4
07/08/2024 08:50:00 AM;46;0;0;0;328;1,55;2,68;3,6;0,792;100,2;1;5,8;0;3,9;0;100;8212;100,28;4,3
07/08/2024 08:55:00 AM;46,2;0;0;0;8;1,27;2,53;3,5;0,786;100,2;2;5,1;0;3,8;0;100;8214;100,28;4,2
07/08/2024 09:00:00 AM;44,6;0;0;0;265;0,98;1,3;3,5;0,782;100,2;3,8;4,9;0;3,8;0;100;8214;100,28;4,2
07/08/2024 09:05:00 AM;46,2;0;0;0;274;0,45;0,95;3,5;0,784;100,2;2,3;6,2;0;3,8;0;100;8212;100,29;4,2
07/08/2024 09:10:00 AM;53,2;0;0;0;93;0,47;1,08;3,5;0,788;100,2;1,5;6,1;0;3,8;0;100;8213;100,29;4,3
07/08/2024 09:15:00 AM;66,2;0;0;0;112;0,88;1,11;3,5;0,786;100,2;2;6,2;0;3,9;0;100;8216;100,28;4,3
07/08/2024 09:20:00 AM;87,2;0;0;0;119;1,03;1,35;3,7;0,796;100,19;1,7;5,6;0;3,9;0;100;8212;100,27;4,2
07/08/2024 09:25:00 AM;105,2;0;0;0;115;1,44;1,6;3,7;0,798;100,19;2,9;6;0;4;0;100;8183;100,28;4,3
07/08/2024 09:30:00 AM;100,6;0;0;0;100;1,09;1,34;3,8;0,8;100,2;2,2;5,3;0;4,1;0;100;8200;100,28;4,4
07/08/2024 09:35:00 AM;97,6;0;0;0;5;0,44;0,8;3,9;0,806;100,2;1,1;5,9;0;4,2;0;100;8203;100,29;4,5
07/08/2024 09:40:00 AM;105,2;0;0;0;347;1,01;2,43;3,9;0,81;100,21;3,2;4,7;0;4,3;0;100;8204;100,29;4,6
07/08/2024 09:45:00 AM;102,2;0;0;0;17;1,47;2,51;3,6;0,794;100,21;1,9;6,2;0;4,4;0;100;8205;100,3;4,7
07/08/2024 09:50:00 AM;108,8;0;0;0;0;0,74;1,55;4;0,806;100,21;1,6;5,7;0;4,4;0,01;100;8209;100,29;4,8
07/08/2024 09:55:00 AM;139,8;0;0;0;337;0,93;2,26;4,2;0,824;100,21;2,9;5,5;0;4,6;0;100;8210;100,29;4,9
07/08/2024 10:00:00 AM;152,8;0;0;0;350;1,54;2,47;4,4;0,836;100,2;2,8;5,3;0;4,7;0;100;8211;100,29;5,1
07/08/2024 10:05:00 AM;139,6;0;0;0;345;1,41;2,43;4,7;0,848;100,2;1,6;5,5;0;4,9;0;100;8210;100,29;5,2
07/08/2024 10:10:00 AM;135,4;0;0;0;6;2,6;3,05;4,2;0,83;100,2;2,4;5,4;0;5;0;100;8211;100,29;5,3
07/08/2024 10:15:00 AM;146,2;0;0;0;23;1,89;3,31;3,5;0,784;100,21;2,9;5,7;0;4,9;0;100;8211;100,29;5,2
07/08/2024 10:20:00 AM;166,4;0;0;0;10;1,35;1,68;3,4;0,778;100,2;2,7;5,6;0;4,7;0;100;8213;100,29;5,1
07/08/2024 10:25:00 AM;186,2;0;0;0;340;1,11;1,4;3,3;0,774;100,2;1,6;5,3;0;4,6;0;100;8200;100,29;5,1
07/08/2024 10:30:00 AM;192,8;0;0;0;30;1,46;2,17;3,3;0,776;100,2;2,2;5,2;0;4,6;0;100;8200;100,29;5,3
07/08/2024 10:35:00 AM;211,2;0;0;0;80;1,07;1,35;3,5;0,784;100,2;2,9;5,1;0;4,6;0;100;8207;100,29;5,3
07/08/2024 10:40:00 AM;178,4;0;0;0;78;0,56;1,03;3,7;0,79;100,21;3,2;5,1;0;4,6;0,01;100;8210;100,3;5,4
07/08/2024 10:45:00 AM;138,6;0;0;0;124;0,16;0,27;3,9;0,804;100,22;1,5;5,8;0;4,7;0;100;8210;100,3;5,4
07/08/2024 10:50:00 AM;128;0;0;0;297;0,51;0,89;4,1;0,82;100,22;2,9;5,1;0;4,9;0;100;8209;100,31;5,6
07/08/2024 10:55:00 AM;120,4;0;0;0;307;1,07;1,46;4;0,81;100,22;1,9;6,3;0;5;0;100;8213;100,31;5,7
07/08/2024 11:00:00 AM;123;0;0;0;32;1,08;1,83;4;0,822;100,22;3,6;5,6;0;5;0;100;8212;100,31;5,7
07/08/2024 11:05:00 AM;121;0;0;0;359;0,71;1,16;4,1;0,814;100,23;3,2;5,8;0;5;0,01;100;8170;100,31;5,7
07/08/2024 11:10:00 AM;110,2;0;0;0;29;0,61;1,19;4;0,81;100,24;3,3;5,8;0;5;0;100;8200;100,32;5,9
07/08/2024 11:15:00 AM;110,8;0;0;0;14;0,9;1,54;4,2;0,822;100,24;2,4;6;0;5;0;100;8202;100,32;5,9
07/08/2024 11:20:00 AM;120,6;0;0;0;358;1,77;2,56;4,1;0,824;100,23;2;6,7;0;5;0;100;8205;100,31;5,9
07/08/2024 11:25:00 AM;135,8;0;0;0;4;2,21;2,97;3,7;0,802;100,23;1,8;5,5;0;4,9;0;100;8206;100,31;5,7
07/08/2024 11:30:00 AM;149,2;0;0;0;42;1,58;2,64;3,7;0,796;100,23;2,8;5,5;0;4,7;0;100;8209;100,31;5,6
07/08/2024 11:35:00 AM;158,4;0;0;0;142;1,11;1,83;3,8;0,802;100,23;3,3;5,4;0;4,6;0;100;8207;100,32;5,5
07/08/2024 11:40:00 AM;153;0;0;0;121;1,05;1,59;3,7;0,796;100,24;3,3;5,4;0;4,7;0;100;8206;100,32;5,4
07/08/2024 11:45:00 AM;159,4;0;0;0;123;0,71;0,9;3,7;0,8;100,24;1,3;5,2;0;4,6;0;100;8210;100,33;5,3
07/08/2024 11:50:00 AM;196,6;0;0;0;193;1,01;1,2;3,8;0,8;100,24;2,4;5,5;0;4,8;0;100;8212;100,33;5,4
07/08/2024 11:55:00 AM;194,6;0;0;0;243;1,15;1,5;3,7;0,792;100,24;0,5;6,4;0;4,9;0;100;8213;100,33;5,7
07/08/2024 12:00:00 PM;207,6;0;0;0;191;1;1,29;3,6;0,786;100,24;0,4;5,5;0;4,9;0;100;8213;100,33;5,9
07/08/2024 12:05:00 PM;221;0;0;0;176;1,13;1,38;3,8;0,8;100,24;2,9;5,2;0;4,9;0;100;8213;100,33;6,1
07/08/2024 12:10:00 PM;231,8;0;0;0;182;0,99;1,37;3,6;0,794;100,24;1,1;5,7;0;5,2;0;100;8216;100,33;6,2
07/08/2024 12:15:00 PM;251;0;0;0;222;0,77;1,05;3,3;0,774;100,25;2,4;3,2;0;5,1;0;100;8219;100,34;6,4
07/08/2024 12:20:00 PM;258,8;0;0;0;243;0,24;0,68;3,4;0,776;100,25;0,7;4,3;0;5,2;0;100;8220;100,34;6,6
07/08/2024 12:25:00 PM;229,4;0;0;0;288;0,38;0,57;3,5;0,778;100,26;-1,2;6;0;5,3;0;100;8221;100,34;6,9
07/08/2024 12:30:00 PM;233,2;0;0;0;13;1,16;1,75;3,6;0,796;100,26;1,6;5,1;0;5,5;0;100;8222;100,35;7
07/08/2024 12:35:00 PM;340;0;0;0;1;1,77;2,02;3,5;0,784;100,25;2,7;5,8;0;5,5;0;100;8223;100,34;7,1
07/08/2024 12:40:00 PM;334;0;0;0;62;1,33;2,63;3,3;0,778;100,25;3,5;5;0;5,5;0;100;8213;100,34;7
07/08/2024 12:45:00 PM;328,8;0;0;0;113;1,11;1,33;3,3;0,774;100,25;2;5,5;0;5,5;0;100;8217;100,34;6,9
07/08/2024 12:50:00 PM;381,4;0;0;0;121;0,81;1,03;3,4;0,784;100,25;2,1;4,9;0;5,6;0;100;8222;100,34;6,8
07/08/2024 12:55:00 PM;467,2;0;0;0;157;0,83;1,07;3,7;0,794;100,26;1,3;5,5;0;5,7;0;100;8228;100,35;6,9
07/08/2024 01:00:00 PM;335,6;0;0;0;160;0,34;0,68;3,8;0,8;100,27;1,3;5,5;0;5,9;0;100;8230;100,36;7,2
07/08/2024 01:05:00 PM;312,6;0;0;0;3;0,25;0,62;4,3;0,832;100,27;3,1;4,9;0;6,1;0;100;8231;100,36;7,5
07/08/2024 01:10:00 PM;328,4;0;0;0;9;0,58;0,74;4,5;0,846;100,27;1,9;5;0;6,5;0;100;8231;100,35;7,9
07/08/2024 01:15:00 PM;303,2;0;0;0;18;0,99;1,25;4,6;0,85;100,27;2,8;5,2;0;6,7;0;100;8232;100,35;8,3
07/08/2024 01:20:00 PM;339,2;0;0;0;16;1,19;1,4;4,9;0,87;100,26;2,8;5;0;6,9;0;100;8232;100,34;8,6
07/08/2024 01:25:00 PM;401;0;0;0;7;1,22;1,45;4,6;0,844;100,26;3,4;4,8;0;7;0;100;8235;100,35;8,8
07/08/2024 01:30:00 PM;346,4;0;0;0;318;0,65;1,13;5,1;0,87;100,26;2,1;5,9;0;7,1;0,01;100;8238;100,34;9
07/08/2024 01:35:00 PM;346,6;0;0;0;48;0,3;0,62;4,5;0,844;100,26;2,6;6,4;0;7,3;0;100;8241;100,34;9,2
07/08/2024 01:40:00 PM;352,8;0;0;0;291;0,32;0,69;5,1;0,878;100,26;1,6;5,4;0;7,5;0;100;8241;100,34;9,5
07/08/2024 01:45:00 PM;407,4;0;0;0;337;0,86;1,98;5,5;0,898;100,25;1,7;6;0;7,8;0;100;8242;100,34;9,8
07/08/2024 01:50:00 PM;461,2;0;0;0;318;0,92;1,68;5,9;0,93;100,25;2,4;5,5;0;8;0;100;8247;100,34;10
07/08/2024 01:55:00 PM;420,6;0;0;0;55;1,75;2,9;5,8;0,918;100,26;3,4;7,4;0;8,2;0;100;8249;100,34;10,2
07/08/2024 02:00:00 PM;347,8;0;0;0;332;1,55;2,65;6,5;0,976;100,27;2,8;5,5;0;8,1;0;100;8251;100,35;10,2
07/08/2024 02:05:00 PM;354,4;0;0;0;300;2,16;3,07;6,5;0,968;100,27;1,7;5,4;0;8,3;0;100;8252;100,35;10,2
07/08/2024 02:10:00 PM;346,4;0;0;0;312;2,14;2,73;6;0,938;100,27;2,4;6,2;0;8,2;0;100;8253;100,36;10,1
07/08/2024 02:15:00 PM;280,2;0;0;0;339;2,04;3,16;6,1;0,948;100,28;2,7;6,1;0;8;0;100;8256;100,37;9,9
07/08/2024 02:20:00 PM;281,4;0;0;0;341;1,48;2,24;6,2;0,954;100,28;2,1;4,7;0;7,9;0;100;8259;100,36;9,8
07/08/2024 02:25:00 PM;324;0;0;0;358;1,95;2,63;5,8;0,922;100,28;2,3;4,8;0;7,9;0;100;8260;100,37;9,8
07/08/2024 02:30:00 PM;354;0;0;0;23;2,19;2,75;5,3;0,888;100,29;2,4;5,3;0;7,7;0;100;8259;100,37;9,7
07/08/2024 02:35:00 PM;328;0;0;0;54;2,37;3,02;5,5;0,906;100,29;3;4,9;0;7,6;0;100;8260;100,37;9,6
07/08/2024 02:40:00 PM;273;0;0;0;181;1,26;2,44;5,5;0,908;100,29;2,6;5,6;0;7,4;0;100;8257;100,38;9,4
07/08/2024 02:45:00 PM;228,4;0;0;0;224;0,73;2,01;5,7;0,914;100,3;2,1;6,3;0;7,3;0;100;8262;100,38;9,5
07/08/2024 02:50:00 PM;240,4;0;0;0;218;0,81;1,14;5,6;0,91;100,31;2,1;5,3;0;7,3;0;100;8263;100,39;9,7
07/08/2024 02:55:00 PM;219,4;0;0;0;191;1,7;2,76;5,4;0,898;100,31;2,1;5,4;0;7,3;0;100;8263;100,39;9,8
07/08/2024 03:00:00 PM;217,4;0;0;0;200;1,87;2,21;5,6;0,908;100,31;2,3;5,6;0;7,1;0;100;8262;100,39;9,8
07/08/2024 03:05:00 PM;191;0;0;0;196;1,49;2,06;5,2;0,884;100,31;1,8;5,6;0;6,9;0;100;8261;100,39;9,7
07/08/2024 03:10:00 PM;191,8;0;0;0;120;1,9;2,94;5,1;0,88;100,31;1;6,5;0;6,8;0;100;8263;100,38;9,4
07/08/2024 03:15:00 PM;217,4;0;0;0;30;2,72;3,82;4,9;0,864;100,31;1,4;5,7;0;6,4;0;100;8264;100,39;8,8
07/08/2024 03:20:00 PM;222,6;0;0;0;11;4,4;5,56;5,1;0,87;100,31;3;5,3;0;6,2;0,01;100;8263;100,4;8,4
07/08/2024 03:25:00 PM;199,8;0;0;0;15;5,07;6,02;5,2;0,878;100,31;2,7;6,1;0;6,1;0;100;8263;100,4;8
07/08/2024 03:30:00 PM;198,8;0;0;0;13;5,21;5,73;5,6;0,886;100,32;2,1;5,6;0;6;0,02;100;8263;100,41;7,7
07/08/2024 03:35:00 PM;173,8;0;0;0;359;5,03;5,61;6,1;0,906;100,33;2;4,9;0;6,2;0,03;100;8261;100,43;7,6
07/08/2024 03:40:00 PM;109,4;0;0;0;7;4,26;5,04;6,5;0,92;100,35;1,5;5,9;0;6,3;0,05;100;8262;100,44;7,5
07/08/2024 03:45:00 PM;101,4;0;0;0;11;2,51;3,99;6,6;0,936;100,36;2;5,8;0;6,4;0,04;100;8262;100,44;7,5
07/08/2024 03:50:00 PM;116,8;0;0;0;20;1,65;2,37;7,1;0,956;100,37;2,9;6,1;0;6,7;0,05;100;8263;100,44;7,6
07/08/2024 03:55:00 PM;133;0;0;0;1;1,06;1,45;7,3;0,978;100,37;2,7;6,1;0;7;0,04;100;8262;100,45;7,7
07/08/2024 04:00:00 PM;141;0;0;0;326;1,09;1,88;7,4;1,002;100,38;1,8;6,6;0;7,2;0,02;100;8259;100,45;7,9
07/08/2024 04:05:00 PM;124,6;0;0;0;324;1,67;2,05;7,4;1,016;100,39;2,5;4,7;0;7,5;0,01;100;8260;100,46;8
07/08/2024 04:10:00 PM;122,4;0,017;0;0;267;0,69;1,61;7,6;1,026;100,39;2,4;5,2;1;7,7;0,01;100;8262;100,46;8,2
07/08/2024 04:15:00 PM;108,6;0;0;0;97;0,84;1,65;7,4;1,028;100,4;2,6;6,2;0;7,8;0;100;8259;100,47;8,2
07/08/2024 04:20:00 PM;115,8;0;0;0;59;0,63;1,54;7,3;1,018;100,4;2,9;6,1;0;7,8;0;100;8263;100,47;8,2
07/08/2024 04:25:00 PM;141;0;0;0;24;0,77;1,63;7,2;1,014;100,4;1,7;7,5;0;7,9;0;100;8262;100,47;8,2
07/08/2024 04:30:00 PM;157,8;0;0;0;55;2,73;4,88;6,9;0,994;100,4;1,7;6,2;0;7,8;0;100;8262;100,47;8,2
07/08/2024 04:35:00 PM;186;0;0;0;64;3,36;4,85;6,6;0,972;100,4;2,7;5,9;0;7,7;0;100;8263;100,48;8
07/08/2024 04:40:00 PM;161,4;0;0;0;23;4,51;6,02;6,9;0,982;100,4;1,5;5,4;0;7,5;0,01;100;8265;100,48;7,9
07/08/2024 04:45:00 PM;141,2;0;0;0;33;3,57;5,01;6,9;0,986;100,4;1,9;6,2;0;7,5;0,01;100;8263;100,48;7,9
07/08/2024 04:50:00 PM;135,6;0;0;0;38;3,46;4,39;6,6;0,974;100,4;2,9;5,7;0;7,3;0;100;8264;100,48;7,7
07/08/2024 04:55:00 PM;153,6;0;0;0;20;1,66;3,73;6,7;0,972;100,41;3,1;5,3;0;7,3;0,01;100;8264;100,48;7,6
07/08/2024 05:00:00 PM;192;0;0;0;322;1,95;3,58;7,8;0,998;100,41;1,1;5,4;0;7,4;0,06;100;8264;100,49;7,7
07/08/2024 05:05:00 PM;243;0;0;0;357;1,31;2,19;8,1;1,048;100,41;2,6;5,3;0;7,9;0,03;100;8267;100,49;8,1
07/08/2024 05:10:00 PM;189,6;0;0;0;15;1,09;1,95;8,1;1,068;100,42;2,9;6;0;8,2;0,01;100;8267;100,49;8,5
07/08/2024 05:15:00 PM;150,4;0;0;0;17;1,3;2,88;8,1;1,07;100,43;3,7;5,6;0;8,5;0,01;100;8267;100,5;8,7
07/08/2024 05:20:00 PM;184,8;0;0;0;15;1,08;2,06;8,1;1,082;100,42;1,9;5,6;0;8,6;0;100;8270;100,49;8,8
07/08/2024 05:25:00 PM;184;0;0;0;3;1,17;1,91;8,1;1,074;100,42;2,5;5,2;0;8,8;0;100;8267;100,49;9
07/08/2024 05:30:00 PM;145,6;0;0;0;354;0,87;1,48;8,2;1,08;100,43;2,3;5,7;0;8,9;0,01;100;8267;100,5;9,1
07/08/2024 05:35:00 PM;100,6;0;0;0;351;0,95;1,65;8,2;1,09;100,43;2,3;5,6;0;8,9;0;100;8267;100,5;9,3
07/08/2024 05:40:00 PM;102,2;0;0;0;348;0,89;1,47;8,2;1,094;100,43;2,7;5,5;0;8,8;0;100;8269;100,5;9,3
07/08/2024 05:45:00 PM;105,8;0;0;0;352;0,97;1,49;8;1,07;100,43;3;5,2;0;8,8;0,01;100;8268;100,5;9,3
07/08/2024 05:50:00 PM;116,6;0;0;0;359;1,09;1,62;8,3;1,092;100,44;2,8;5,5;0;8,9;0;100;8267;100,51;9,4
07/08/2024 05:55:00 PM;115,8;0;0;0;7;1,61;2,18;8,1;1,078;100,44;2,6;5,4;0;8,8;0;100;8268;100,51;9,4
07/08/2024 06:00:00 PM;130,6;0;0;0;12;1,18;2,1;8;1,066;100,44;2,5;5,6;0;8,7;0;100;8268;100,51;9,3
07/08/2024 06:05:00 PM;132;0;0;0;12;0,95;1,62;8,1;1,076;100,44;3;5,5;0;8,7;0;100;8270;100,51;9,3
07/08/2024 06:10:00 PM;114,6;0;0;0;348;1,13;1,76;8,1;1,08;100,44;2,9;5,4;0;8,7;0;100;8265;100,51;9,3
07/08/2024 06:15:00 PM;108,2;0;0;0;321;0,97;1,44;7,7;1,046;100,44;2,7;5,7;0;8,7;0;100;8269;100,51;9,3
07/08/2024 06:20:00 PM;127,6;0;0;0;332;0,89;1,53;8,1;1,08;100,44;2,8;5,6;0;8,7;0;100;8266;100,51;9,3
07/08/2024 06:25:00 PM;148,8;0;0;0;352;0,83;1,2;8,1;1,076;100,43;3;5,8;0;8,7;0,01;100;8270;100,5;9,4
07/08/2024 06:30:00 PM;144,2;0;0;0;349;0,85;1,33;8,2;1,086;100,43;2,5;5,7;0;8,8;0;100;8267;100,5;9,4
07/08/2024 06:35:00 PM;116,6;0;0;0;2;0,9;1,82;8,3;1,092;100,43;2,4;5,7;0;8,9;0,01;100;8269;100,5;9,5
07/08/2024 06:40:00 PM;114,6;0;0;0;1;1,47;1,84;8,2;1,09;100,44;3,7;5,8;0;8,9;0;100;8267;100,51;9,5
07/08/2024 06:45:00 PM;143,2;0;0;0;1;1,3;1,7;8,3;1,09;100,44;2,3;5,8;0;8,9;0,01;100;8268;100,51;9,5
07/08/2024 06:50:00 PM;135,6;0;0;0;1;1,54;2,28;8,4;1,098;100,44;2,2;6;0;9;0;100;8269;100,51;9,6
07/08/2024 06:55:00 PM;100,4;0;0;0;5;1,59;2,03;8,5;1,1;100,45;2,5;5,7;0;9;0,01;100;8269;100,52;9,6
07/08/2024 07:00:00 PM;88,4;0;0;0;4;1,51;2,26;8,6;1,098;100,45;3;5,9;0;9;0,02;100;8267;100,52;9,6
07/08/2024 07:05:00 PM;77,8;0;0;0;2;1,32;1,93;8,8;1,094;100,46;2;5,2;0;8,9;0,03;100;8267;100,53;9,5
07/08/2024 07:10:00 PM;72,4;0;0;0;349;1,23;1,89;8,6;1,096;100,46;2,2;5,7;0;8,9;0,02;100;8266;100,53;9,5
07/08/2024 07:15:00 PM;86,8;0;0;0;347;0,77;1,09;8,7;1,094;100,46;2,9;5,5;0;8,9;0,03;100;8268;100,53;9,5
07/08/2024 07:20:00 PM;107,4;0;0;0;4;1,29;1,76;8,9;1,104;100,46;2,8;5,6;0;9;0,03;100;8266;100,53;9,5
07/08/2024 07:25:00 PM;137,8;0;0;0;16;1,22;2,23;8,8;1,108;100,46;2,4;5,6;0;9,1;0,02;100;8267;100,53;9,6
07/08/2024 07:30:00 PM;142,2;0;0;0;31;0,99;1,88;8,9;1,116;100,46;3,1;5,6;0;9,2;0,02;100;8269;100,53;9,6
07/08/2024 07:35:00 PM;131,4;0;0;0;28;0,82;1,7;8,9;1,124;100,47;2,3;5,7;0;9,3;0,02;100;8269;100,54;9,7
07/08/2024 07:40:00 PM;112;0;0;0;27;1,02;1,77;8,9;1,126;100,47;2,2;5,6;0;9,4;0,02;100;8268;100,54;9,7
07/08/2024 07:45:00 PM;102,4;0;0;0;50;0,91;1,43;9;1,122;100,47;1,8;6,1;0;9,4;0,02;100;8269;100,54;9,7
07/08/2024 07:50:00 PM;108,8;0;0;0;49;0,64;1,22;9,1;1,12;100,47;2,6;5,7;0;9,4;0,03;100;8268;100,53;9,7
07/08/2024 07:55:00 PM;104;0;0;0;19;0,75;1,11;9,1;1,124;100,47;2,8;5,6;0;9,4;0,03;100;8267;100,53;9,7
07/08/2024 08:00:00 PM;81,6;0;0;0;343;0,79;1,33;9,2;1,124;100,48;2,5;5,7;0;9,5;0,04;100;8271;100,54;9,8
07/08/2024 08:05:00 PM;61,8;0;0;0;323;0,91;1,31;9,1;1,122;100,48;2,5;5,7;0;9,5;0,03;100;8266;100,54;9,8
07/08/2024 08:10:00 PM;78,8;0;0;0;343;0,9;1,18;9,2;1,116;100,48;2,6;5,5;0;9,5;0,05;100;8269;100,55;9,8
07/08/2024 08:15:00 PM;70;0;0;0;18;1,31;2,2;9,2;1,12;100,48;2,5;5,3;0;9,5;0,04;100;8265;100,55;9,8
07/08/2024 08:20:00 PM;66,4;0;0;0;21;1,32;2,2;9,1;1,114;100,49;2,6;5,7;0;9,4;0,04;100;8267;100,55;9,8
07/08/2024 08:25:00 PM;71;0;0;0;27;1,1;2,08;8,9;1,106;100,49;2,5;5,5;0;9,4;0,04;100;8266;100,55;9,7
07/08/2024 08:30:00 PM;68;0;0;0;48;0,91;1,46;9;1,1;100,49;2,5;5,7;0;9,2;0,05;100;8267;100,55;9,6
07/08/2024 08:35:00 PM;65,8;0;0;0;64;0,77;1,82;9,1;1,104;100,49;2,6;5,5;0;9,3;0,05;100;8266;100,56;9,6
07/08/2024 08:40:00 PM;68,2;0;0;0;39;0,78;1,32;9,2;1,108;100,49;2,5;5,5;0;9,3;0,06;100;8263;100,55;9,6
