z6-11639;Port1;;;;;;;;;;;;;;;Port7;;Port8;
# Records: 5362;ATMOS 41 All-in-one Weather Station;;;;;;;;;;;;;;;Battery;;Barometer;
Timestamps; W/m² Solar Radiation; mm Precipitation; Lightning Activity; km Lightning Distance;° Wind Direction; m/s Wind Speed; m/s Gust Speed; °C Air Temperature; kPa Vapor Pressure; kPa Atmospheric Pressure;° X-axis Level;° Y-axis Level; mm/h Max Precip Rate; °C RH Sensor Temp; kPa VPD;% Battery Percent; mV Battery Voltage; kPa Reference Pressure; °C Logger Temperature
;;;;;;;;;;;;;;;;;;;
07/03/2024 12:20:00 AM;93,2;0;0;0;0;0,49;1,46;8;0,772;100,65;1,7;4,4;0;8,5;0,27;100;7944;100,71;14,4
07/03/2024 12:25:00 AM;110,2;0;0;0;29;0,39;0,85;7,8;0,764;100,65;1,9;5,6;0;8,6;0,25;100;7942;100,71;14
07/03/2024 12:30:00 AM;94;0;0;0;11;0,65;1,59;7,6;0,76;100,66;1,6;6,9;0;8,5;0,24;100;7934;100,72;13,5
07/03/2024 12:35:00 AM;97,4;0;0;0;337;1,34;2,24;7,1;0,748;100,67;2,2;6,1;0;8,4;0,21;100;7948;100,73;12,8
07/03/2024 12:40:00 AM;85,8;0;0;0;320;0,7;1,71;6,9;0,742;100,67;2,2;5,9;0;8,2;0,21;100;7948;100,74;11,9
07/03/2024 12:45:00 AM;132,8;0;0;0;107;0,6;0,92;6,9;0,74;100,68;2;5,9;0;8,1;0,21;100;7953;100,74;11,3
07/03/2024 12:50:00 AM;144;0;0;0;20;0,84;1,7;7,3;0,734;100,68;1,9;5,9;0;8,2;0,23;100;7952;100,74;11
07/03/2024 12:55:00 AM;127;0;0;0;239;1,07;1,63;7,1;0,73;100,69;1,6;6,1;0;8,2;0,21;100;7952;100,75;10,7
07/03/2024 01:00:00 AM;101,2;0;0;0;237;1;1,68;6,7;0,728;100,69;2,1;6;0;8,2;0,19;100;7956;100,75;10,4
07/03/2024 01:05:00 AM;90,8;0;0;0;233;0,72;1,17;7;0,728;100,69;2;6;0;8,1;0,2;100;7957;100,75;10
07/03/2024 01:10:00 AM;74,2;0;0;0;258;1,03;1,67;6,6;0,722;100,7;1,9;6;0;8;0,18;100;7954;100,76;9,7
07/03/2024 01:15:00 AM;70,4;0;0;0;267;1,46;2,3;6,4;0,72;100,71;2;5,9;0;7,9;0,17;100;7953;100,77;9,3
07/03/2024 01:20:00 AM;66,6;0;0;0;300;1,65;2,81;6,2;0,718;100,72;2,1;5,9;0;7,6;0,17;100;7952;100,78;8,8
07/03/2024 01:25:00 AM;61,8;0;0;0;291;0,57;1,02;6,7;0,714;100,73;2,1;5,8;0;7,4;0,21;100;7952;100,79;8,5
07/02/2024 10:30:00 PM;55;0;0;0;302;0,65;1,28;6,6;0,712;100,73;1,9;6,1;0;7,3;0,2;100;7948;100,79;8,2
07/02/2024 10:35:00 PM;37,4;0;0;0;246;0,68;1,19;6;0,712;100,74;1,9;6,2;0;7,2;0,17;100;7950;100,8;7,8
07/02/2024 10:40:00 PM;19;0;0;0;268;1,03;2,11;5,6;0,714;100,75;2,2;5,9;0;6,9;0,15;100;7949;100,81;7,4
07/02/2024 10:45:00 PM;17,4;0;0;0;309;0,4;0,83;5,9;0,71;100,75;2,2;6;0;6,5;0,18;100;7949;100,81;7,1
07/02/2024 10:50:00 PM;16;0;0;0;288;0,77;1,63;5,5;0,71;100,76;2,3;5,8;0;6,3;0,16;100;7947;100,82;6,7
07/02/2024 10:55:00 PM;14,2;0;0;0;317;0,94;1,5;5,2;0,706;100,77;2,2;5,8;0;5,9;0,15;100;7946;100,83;6,4
07/02/2024 11:00:00 PM;11,6;0;0;0;284;0,69;1,69;5,2;0,69;100,78;2,1;6,1;0;5,7;0,15;100;7947;100,84;6
07/02/2024 11:05:00 PM;8,8;0;0;0;313;0,82;1,73;5,1;0,692;100,79;2,3;6,2;0;5,4;0,15;100;7946;100,85;5,7
07/02/2024 11:10:00 PM;7,2;0;0;0;274;0,8;1,33;5,1;0,704;100,8;2,3;6;0;5,1;0,15;100;7947;100,86;5,4
07/02/2024 11:15:00 PM;6;0;0;0;298;0,52;0,82;5,1;0,806;100,8;2,2;5,9;0;5;0,15;100;7944;100,87;5,1
07/02/2024 11:20:00 PM;5;0;0;0;35;0,54;0,98;4,9;0,808;100,81;2,2;6;0;4,8;0,14;100;7941;100,88;4,9
07/02/2024 11:25:00 PM;4,4;0;0;0;91;0,66;1,67;4,8;0,71;100,81;2,2;6;0;4,6;0,14;100;7944;100,88;4,6
07/02/2024 11:30:00 PM;4;0;0;0;14;1,3;2,35;4,7;0,712;100,81;2,1;5,9;0;4,5;0,14;100;7941;100,88;4,4
07/02/2024 11:35:00 PM;3,2;0;0;0;8;1,03;1,81;4,7;0,802;100,82;2,1;5,9;0;4,4;0,14;100;7941;100,88;4,2
07/02/2024 11:40:00 PM;3;0;0;0;31;0,87;1,48;4,7;0,716;100,82;2,2;6;0;4,3;0,14;100;7943;100,89;4
07/02/2024 11:45:00 PM;2;0;0;0;55;0,84;2,29;4,5;0,8;100,82;2,1;5,7;0;4,2;0,13;100;7942;100,89;3,9
07/02/2024 11:50:00 PM;2;0;0;0;82;0,65;1,17;4,4;0,716;100,82;2,1;6,1;0;4,1;0,12;100;7941;100,89;3,7
07/02/2024 11:55:00 PM;1;0;0;0;81;0,67;1,22;4,3;0,788;100,83;2;5,9;0;4;0,12;100;7939;100,9;3,5
07/03/2024 12:00:00 AM;1;0;0;0;88;0,54;0,93;4,3;0,718;100,83;2,3;5,9;0;3,9;0,12;100;7940;100,9;3,4
07/03/2024 12:05:00 AM;1;0;0;0;174;1,02;1,66;3,8;0,79;100,82;2,1;5,9;0;3,8;0,09;100;7920;100,89;3,3
07/03/2024 12:10:00 AM;0;0;0;0;187;1,12;1,36;3,6;0,716;100,82;3;5,9;0;3,6;0,1;100;7932;100,89;3,1
07/03/2024 12:15:00 AM;0;0;0;0;285;0,91;2,77;3,9;0,794;100,83;2,2;6;0;3,4;0,11;100;7933;100,91;2,9
07/03/2024 12:20:00 AM;0;0;0;0;301;1,68;2,7;4;0,71;100,84;1,6;6;0;3,4;0,11;100;7935;100,91;2,8
07/03/2024 12:25:00 AM;0;0;0;0;259;1,01;2;4,1;0,796;100,85;2;5,9;0;3,4;0,11;100;7931;100,91;2,8
07/03/2024 12:30:00 AM;0;0;0;0;281;0,96;1,72;4;0,796;100,84;2;6,1;0;3,4;0,1;100;7935;100,91;2,7
07/03/2024 12:35:00 AM;0;0;0;0;284;1,11;2,31;4;0,704;100,84;2;6,2;0;3,5;0,1;100;7932;100,91;2,7
07/03/2024 12:40:00 AM;0;0;0;0;276;0,76;1,37;4,1;0,694;100,84;2,1;6,1;0;3,5;0,1;100;7932;100,91;2,6
07/03/2024 12:45:00 AM;0;0;0;0;290;0,7;1,74;4,1;0,798;100,84;2;6,1;0;3,4;0,1;100;7934;100,91;2,6
07/03/2024 12:50:00 AM;0;0;0;0;113;0,4;0,69;3,9;0,798;100,84;2;5,9;0;3,4;0,09;100;7933;100,91;2,5
07/03/2024 12:55:00 AM;0;0;0;0;154;0,77;1,55;3,6;0,69;100,84;2,7;6,1;0;3,3;0,08;100;7931;100,91;2,4
07/03/2024 01:00:00 AM;0;0;0;0;143;0,7;1,87;3,3;0,792;100,84;2,1;6;0;3,2;0,07;100;7932;100,91;2,2
07/03/2024 01:05:00 AM;0;0;0;0;106;0,41;1,03;3,3;0,696;100,84;2;6;0;3;0,08;100;7925;100,92;2,2
07/03/2024 01:10:00 AM;0;0;0;0;88;0,63;1,25;3,5;0,7;100,85;2;6;0;2,9;0,1;100;7928;100,92;2,1
07/03/2024 01:15:00 AM;0;0;0;0;89;0,69;1,15;3,6;0,784;100,85;2,2;6;0;2,9;0,09;100;7926;100,92;2,1
07/03/2024 01:20:00 AM;0;0;0;0;84;0,63;1,1;3,6;0,772;100,84;2,2;5,9;0;2,9;0,09;100;7927;100,92;2
07/03/2024 01:25:00 AM;0;0;0;0;151;0,44;0,85;3,2;0,694;100,85;2,2;5,9;0;2,8;0,08;100;7927;100,92;1,9
07/03/2024 01:30:00 AM;0;0;0;0;40;0,92;1,78;3,4;0,692;100,85;2,1;6;0;2,7;0,09;100;7927;100,93;1,7
07/03/2024 01:35:00 AM;0;0;0;0;1;1,17;2,55;3,4;0,692;100,86;2,1;6;0;2,7;0,09;100;7928;100,94;1,7
07/03/2024 01:40:00 AM;0;0;0;0;344;1,08;2,29;3,2;0,694;100,86;2,1;5,9;0;2,7;0,08;100;7926;100,94;1,7
07/03/2024 01:45:00 AM;0;0;0;0;34;0,65;1,13;3,2;0,7;100,87;2,1;6;0;2,7;0,07;100;7926;100,95;1,7
07/03/2024 01:50:00 AM;0;0;0;0;57;0,69;1,26;3,2;0,696;100,87;2,2;6;0;2,6;0,07;100;7927;100,95;1,7
07/03/2024 01:55:00 AM;0;0;0;0;84;0,73;1,9;3,2;0,698;100,87;2,1;6;0;2,6;0,07;100;7928;100,94;1,7
07/03/2024 02:00:00 AM;0;0;0;0;73;1,08;2,41;3,2;0,702;100,87;2,2;6;0;2,7;0,06;100;7926;100,95;1,8
07/03/2024 02:05:00 AM;0;0;0;0;75;1,01;1,78;3,2;0,71;100,88;2,2;6;0;2,8;0,06;100;7924;100,95;1,9
07/03/2024 02:10:00 AM;0;0;0;0;77;1,17;2,04;3,3;0,71;100,88;2,2;6;0;2,8;0,06;100;7925;100,96;2
07/03/2024 02:15:00 AM;0;0;0;0;83;0,9;1,59;3,2;0,716;100,89;2;6;0;2,9;0,05;100;7926;100,96;2,2
07/03/2024 02:20:00 AM;0;0;0;0;78;0,82;1,39;3,1;0,718;100,89;2;6;0;3;0,05;100;7921;100,96;2,3
07/03/2024 02:25:00 AM;0;0;0;0;42;0,83;1,78;3,2;0,72;100,89;2,1;5,9;0;3;0,05;100;7925;100,97;2,4
07/03/2024 02:30:00 AM;0;0;0;0;82;0,51;1,08;3;0,72;100,9;2;6;0;3;0,04;100;7922;100,98;2,5
07/03/2024 02:35:00 AM;0;0;0;0;84;0,78;1,93;3;0,72;100,91;2,2;5,9;0;3;0,04;100;7926;100,98;2,5
07/03/2024 02:40:00 AM;0;0;0;0;74;1,47;2,74;2,9;0,718;100,91;2;6;0;3;0,04;100;7923;100,98;2,6
07/03/2024 02:45:00 AM;0;0;0;0;54;1,47;2,62;2,8;0,71;100,91;2,2;6;0;2,9;0,04;100;7924;100,99;2,6
07/03/2024 02:50:00 AM;0;0;0;0;53;1,17;1,91;2,7;0,71;100,91;2,1;6;0;2,9;0,03;100;7923;100,99;2,6
07/03/2024 02:55:00 AM;0;0;0;0;31;1,21;2,32;2,6;0,704;100,91;2,1;6,1;0;2,8;0,03;100;7923;100,99;2,6
07/03/2024 03:00:00 AM;0;0;0;0;17;1,46;2,44;2,6;0,702;100,92;2,1;6;0;2,8;0,03;100;7920;100,99;2,5
07/03/2024 03:05:00 AM;0;0;0;0;10;1,6;2,62;2,5;0,704;100,92;2;6;0;2,8;0,03;100;7924;101;2,5
07/03/2024 03:10:00 AM;0;0;0;0;356;1,25;2,56;2,6;0,7;100,92;2,1;5,9;0;2,7;0,04;100;7924;101;2,5
07/03/2024 03:15:00 AM;0;0;0;0;11;1,06;1,5;2,7;0,704;100,92;2,2;5,9;0;2,7;0,04;100;7924;101;2,5
07/03/2024 03:20:00 AM;0;0;0;0;30;0,95;1,77;2,5;0,704;100,92;2,2;5,9;0;2,7;0,03;100;7924;101;2,6
07/03/2024 03:25:00 AM;0;0;0;0;358;0,88;1,87;2,5;0,7;100,92;2,1;6;0;2,6;0,03;100;7923;101;2,5
07/03/2024 03:30:00 AM;0;0;0;0;354;0,81;1,51;2,5;0,702;100,92;2,2;5,9;0;2,6;0,03;100;7922;101;2,5
07/03/2024 03:35:00 AM;0;0;0;0;271;0,51;0,96;2,5;0,7;100,91;2,1;5,9;0;2,6;0,03;100;7918;100,99;2,5
07/03/2024 03:40:00 AM;0;0;0;0;283;0,56;1,13;2,4;0,7;100,91;2;6,1;0;2,6;0,03;100;7923;101;2,6
07/03/2024 03:45:00 AM;0;0;0;0;272;0,82;1,69;2,4;0,7;100,92;2;5,9;0;2,6;0,03;100;7920;101;2,6
07/03/2024 03:50:00 AM;0;0;0;0;277;1,82;2,57;2,2;0,698;100,92;2,1;5,9;0;2,5;0,02;100;7922;101,01;2,5
07/03/2024 03:55:00 AM;0;0;0;0;298;1,21;2,53;2,1;0,692;100,93;2,2;5,9;0;2,5;0,02;100;7922;101,01;2,5
07/03/2024 04:00:00 AM;0;0;0;0;267;1,26;2,19;2,1;0,69;100,93;2;5,9;0;2,4;0,02;100;7925;101,02;2,4
07/03/2024 04:05:00 AM;0;0;0;0;265;1,04;2,08;1,9;0,682;100,93;2;6;0;2,3;0,02;100;7914;101,01;2,4
07/03/2024 04:10:00 AM;0;0;0;0;9;0,58;1,25;1,9;0,678;100,93;2,2;5,9;0;2,2;0,02;100;7917;101,02;2,4
07/03/2024 04:15:00 AM;0;0;0;0;150;0,87;2,35;2;0,68;100,94;2,2;6;0;2,2;0,02;100;7917;101,02;2,4
07/03/2024 04:20:00 AM;0;0;0;0;158;1,26;2,49;1,9;0,676;100,94;2;5,9;0;2,1;0,02;100;7917;101,02;2,3
07/03/2024 04:25:00 AM;0;0;0;0;159;0,89;1,82;1,9;0,678;100,93;2,1;5,9;0;2,1;0,02;100;7917;101,02;2,3
07/03/2024 04:30:00 AM;1;0;0;0;31;0,71;1,99;2,1;0,68;100,94;2,2;6;0;2,1;0,03;100;7917;101,03;2,2
07/03/2024 04:35:00 AM;1;0;0;0;12;0,91;1,69;2;0,68;100,95;2,1;6;0;2,1;0,02;100;7916;101,03;2,2
07/03/2024 04:40:00 AM;1;0;0;0;329;0,35;0,61;2;0,68;100,95;2,1;5,9;0;2,2;0,02;100;7917;101,03;2,2
07/03/2024 04:45:00 AM;2;0;0;0;278;0,36;0,83;2;0,68;100,95;2,2;5,9;0;2,1;0,03;100;7917;101,03;2,2
07/03/2024 04:50:00 AM;2,8;0;0;0;38;0,68;1,22;2;0,68;100,94;2,1;6,1;0;2,1;0,02;100;7916;101,03;2,2
07/03/2024 04:55:00 AM;3,8;0;0;0;14;0,63;1,29;2;0,68;100,95;2,2;6;0;2,1;0,02;100;7915;101,03;2,2
07/03/2024 05:00:00 AM;4;0;0;0;333;0,94;1,46;1,9;0,68;100,95;2,1;6;0;2,1;0,02;100;7915;101,03;2,2
07/03/2024 05:05:00 AM;4,4;0;0;0;347;0,67;1,11;2;0,68;100,94;2,1;6;0;2,1;0,02;100;7916;101,03;2,2
07/03/2024 05:10:00 AM;4,2;0;0;0;336;0,89;1,33;1,9;0,68;100,95;2,1;6;0;2,1;0,02;100;7916;101,03;2,1
07/03/2024 05:15:00 AM;5;0;0;0;346;0,56;1,13;2;0,68;100,95;2,1;6;0;2,1;0,03;100;7916;101,04;2,1
07/03/2024 05:20:00 AM;5;0;0;0;344;0,98;1,89;2;0,682;100,95;2,1;6;0;2,1;0,02;100;7915;101,03;2,1
07/03/2024 05:25:00 AM;5,6;0;0;0;12;1,06;1,84;1,9;0,68;100,95;2,1;5,9;0;2,1;0,02;100;7915;101,04;2,2
07/03/2024 05:30:00 AM;6,8;0;0;0;11;1,02;1,67;1,9;0,68;100,95;2;6;0;2,1;0,02;100;7916;101,04;2,2
07/03/2024 05:35:00 AM;7,8;0;0;0;21;1,17;2,43;2;0,682;100,96;2;5,9;0;2,1;0,02;100;7910;101,05;2,2
07/03/2024 05:40:00 AM;8,2;0;0;0;23;1,26;2,09;1,9;0,682;100,96;2,2;6;0;2,1;0,02;100;7912;101,05;2,2
07/03/2024 05:45:00 AM;9,4;0;0;0;15;1,1;1,93;1,8;0,68;100,96;2,1;5,9;0;2,1;0,02;100;7912;101,05;2,2
07/03/2024 05:50:00 AM;10;0;0;0;22;1,09;2,38;1,7;0,68;100,95;2,1;5,9;0;2,1;0,01;100;7913;101,04;2,2
07/03/2024 05:55:00 AM;10,6;0;0;0;6;1,1;2,41;1,6;0,676;100,95;2,2;5,8;0;2;0,01;100;7911;101,04;2,1
07/03/2024 06:00:00 AM;11,8;0;0;0;358;1,19;1,97;1,6;0,674;100,94;1,8;6;0;2;0,01;100;7911;101,03;2,1
07/03/2024 06:05:00 AM;13,2;0;0;0;345;0,62;1,54;1,6;0,67;100,95;2,1;5,5;0;1,9;0,01;100;7911;101,03;2
07/03/2024 06:10:00 AM;14,2;0;0;0;324;0,95;1,48;1,6;0,67;100,95;2,2;5,8;0;1,9;0,01;100;7912;101,04;2
07/03/2024 06:15:00 AM;15;0;0;0;329;1,2;1,67;1,5;0,67;100,95;2,7;5,8;0;1,9;0,01;100;7905;101,04;2
07/03/2024 06:20:00 AM;15;0;0;0;328;0,77;1,72;1,5;0,666;100,95;2,6;6;0;1,8;0,01;100;7905;101,04;2
07/03/2024 06:25:00 AM;14,2;0;0;0;241;1,01;2,33;1,4;0,666;100,96;1,9;6;0;1,8;0,01;100;7908;101,05;2
07/03/2024 06:30:00 AM;14;0;0;0;215;1,18;1,83;1,3;0,662;100,96;1,5;6,1;0;1,8;0,01;100;7905;101,05;2
07/03/2024 06:35:00 AM;14;0;0;0;224;1;1,94;1,3;0,66;100,96;2,3;5,8;0;1,7;0,01;100;7907;101,06;2
07/03/2024 06:40:00 AM;15,2;0;0;0;217;1,21;1,91;1,2;0,656;100,96;1,6;5,8;0;1,6;0,01;100;7907;101,05;1,9
07/03/2024 06:45:00 AM;17,2;0;0;0;247;0,48;0,97;1,4;0,656;100,96;2,2;5,9;0;1,6;0,02;100;7907;101,05;1,9
07/03/2024 06:50:00 AM;18;0;0;0;236;0,69;1,18;1,2;0,654;100,96;0,2;6,6;0;1,6;0,01;100;7906;101,05;1,9
07/03/2024 06:55:00 AM;19,2;0;0;0;219;0,74;1,18;1,2;0,65;100,96;1,9;4,8;0;1,6;0,02;100;7907;101,05;1,9
07/03/2024 07:00:00 AM;21,6;0;0;0;266;0,59;1,15;1,4;0,656;100,96;1;6;0;1,6;0,02;100;7909;101,06;1,9
07/03/2024 07:05:00 AM;26,8;0;0;0;89;0,64;1,44;1,3;0,658;100,97;1,3;5,5;0;1,6;0,02;100;7909;101,06;1,9
07/03/2024 07:10:00 AM;52;0;0;0;22;1,3;3,81;1,4;0,66;100,97;2,6;5,4;0;1,7;0,01;100;7908;101,06;1,9
07/03/2024 07:15:00 AM;74,2;0;0;0;12;2,21;4,33;1,3;0,662;100,96;2;6,3;0;1,8;0,01;100;7908;101,06;1,9
07/03/2024 07:20:00 AM;71,6;0;0;0;9;2,01;3,25;1,3;0,662;100,97;1,8;6;0;1,8;0,01;100;7906;101,06;2
07/03/2024 07:25:00 AM;79,8;0;0;0;352;1,25;1,99;1,2;0,668;100,96;2,2;6,1;0;1,9;0;100;7909;101,05;2
07/03/2024 07:30:00 AM;107,4;0;0;0;5;1,28;2,69;1,1;0,664;100,96;1,3;5,5;0;1,9;0;100;7909;101,05;2
07/03/2024 07:35:00 AM;105,4;0;0;0;338;1;1,88;1,1;0,658;100,96;2,1;6;0;2;0;100;7911;101,05;2,1
07/03/2024 07:40:00 AM;128,2;0;0;0;29;1,26;2,17;1;0,658;100,95;1,3;5,2;0;2,1;0;100;7902;101,05;2,2
07/03/2024 07:45:00 AM;144,6;0;0;0;54;1,44;1,97;0,9;0,648;100,95;2,4;6;0;2,1;0;100;7907;101,05;2,4
07/03/2024 07:50:00 AM;148,6;0;0;0;43;1,25;1,96;1;0,654;100,95;2,6;5,8;0;2,2;0;100;7909;101,05;2,4
07/03/2024 07:55:00 AM;144,6;0;0;0;48;1,42;2,08;0,9;0,65;100,95;2,1;6,1;0;2,3;0;100;7911;101,04;2,5
07/03/2024 08:00:00 AM;143;0;0;0;99;0,7;1,24;1;0,656;100,94;2,2;5,6;0;2,3;0;100;7909;101,04;2,5
07/03/2024 08:05:00 AM;136,2;0;0;0;244;0,88;1,65;1;0,658;100,95;2;5,7;0;2,4;0;100;7911;101,04;2,6
07/03/2024 08:10:00 AM;130,4;0;0;0;300;1,18;1,88;1,1;0,666;100,95;2,3;6;0;2,4;0;100;7912;101,04;2,8
07/03/2024 08:15:00 AM;117,4;0;0;0;292;1,64;2,47;1,1;0,66;100,95;2,4;6;0;2,4;0;100;7912;101,05;2,9
07/03/2024 08:20:00 AM;127,6;0;0;0;333;0,93;1,97;1,2;0,662;100,95;2,8;6,3;0;2,4;0;100;7914;101,05;2,9
07/03/2024 08:25:00 AM;141,6;0;0;0;322;0,97;1,46;1,1;0,66;100,96;2;6;0;2,5;0;100;7912;101,05;2,9
07/03/2024 08:30:00 AM;154,2;0;0;0;240;0,93;1,58;0,9;0,654;100,95;2,3;5,6;0;2,6;0;100;7911;101,05;3
07/03/2024 08:35:00 AM;182,6;0;0;0;228;1,03;1,99;0,9;0,648;100,95;1,8;6,7;0;2,7;0;100;7913;101,05;3,1
07/03/2024 08:40:00 AM;220;0;0;0;214;1,25;2,25;1;0,656;100,93;1,9;5,7;0;3,1;0;100;7915;101,04;3,3
07/03/2024 08:45:00 AM;242,8;0;0;0;202;1,93;2,51;1;0,656;100,93;1,7;6,1;0;3,4;0;100;7917;101,04;3,5
07/03/2024 08:50:00 AM;247,2;0;0;0;221;2,6;3,45;0,9;0,656;100,93;2,1;5,6;0;3,7;0;100;7917;101,03;3,6
07/03/2024 08:55:00 AM;256,6;0;0;0;243;2,74;4,19;1;0,656;100,92;1,8;5,8;0;3,8;0;100;7918;101,03;3,7
07/03/2024 09:00:00 AM;301,8;0;0;0;210;2,8;3,43;0,9;0,654;100,91;1,8;5,9;0;4;0;100;7919;101,02;3,7
07/03/2024 09:05:00 AM;362;0;0;0;194;2,83;3,93;0,8;0,648;100,9;2,8;5,9;0;4,2;0;100;7925;101,02;4
07/03/2024 09:10:00 AM;335,2;0;0;0;148;3,14;3,89;0,9;0,656;100,91;2,2;5,2;0;4,1;0;100;7925;101,01;4,1
07/03/2024 09:15:00 AM;328,2;0;0;0;133;3,34;3,94;1,1;0,66;100,91;1,7;6,3;0;3,9;0;100;7928;101;4,1
07/03/2024 09:20:00 AM;368,2;0;0;0;141;3,67;4,46;1,2;0,662;100,9;1,1;6;0;3,8;0;100;7893;101;4
07/03/2024 09:25:00 AM;389,2;0;0;0;138;3,95;4,69;1,2;0,67;100,9;2,5;6,2;0;3,7;0;100;7918;101;4,2
07/03/2024 09:30:00 AM;377,6;0;0;0;152;3,94;4,71;1,2;0,668;100,89;2,1;5,7;0;3,6;0;100;7925;100,99;4,3
07/03/2024 09:35:00 AM;367;0;0;0;219;4,05;5,19;1,2;0,666;100,87;1,9;5,5;0;3,9;0;100;7928;100,99;4,4
07/03/2024 09:40:00 AM;393,6;0;0;0;185;4,41;5,15;1,1;0,662;100,89;2;6,2;0;4;0;100;7933;101;4,7
07/03/2024 09:45:00 AM;383,6;0;0;0;208;4,24;5,05;1,2;0,666;100,9;2,3;6,3;0;3,9;0;100;7936;101;5
07/03/2024 09:50:00 AM;407,4;0;0;0;183;4,49;5,11;1,2;0,666;100,91;1,5;6;0;3,7;0;100;7943;101,01;5,3
07/03/2024 09:55:00 AM;391,6;0;0;0;191;3,53;4,89;1,3;0,668;100,91;1,7;6,2;0;3,6;0;100;7948;101,01;5,6
07/03/2024 10:00:00 AM;423;0;0;0;318;2,72;4,84;1,7;0,69;100,89;1,9;6,2;0;4;0;100;7943;101,01;5,7
07/03/2024 10:05:00 AM;477;0;0;0;342;3,12;4,79;2;0,704;100,88;2,3;4,9;0;4,9;0;100;7945;101;5,5
07/03/2024 10:10:00 AM;489,4;0;0;0;354;4,24;6,33;1,9;0,702;100,88;2,7;5,9;0;5,4;0;100;7944;101;5,3
07/03/2024 10:15:00 AM;525,6;0;0;0;17;5,75;7,18;1,6;0,686;100,89;3,6;6,1;0;5;0;100;7944;101;5,1
07/03/2024 10:20:00 AM;551,4;0;0;0;19;6,14;7,53;1,7;0,69;100,89;1,9;4,5;0;4,5;0;100;7891;101;4,8
07/03/2024 10:25:00 AM;520,6;0;0;0;332;4,14;5,59;2,1;0,71;100,87;2;6,8;0;4,7;0;100;7931;100,99;4,7
07/03/2024 10:30:00 AM;461,4;0;0;0;182;4,44;5,2;1,9;0,702;100,89;1,1;7,4;0;5;0;100;7938;100,99;5
07/03/2024 10:35:00 AM;426,2;0;0;0;161;4,46;5,37;1,9;0,702;100,9;1,9;6,1;0;4,6;0;100;7944;101;5,4
07/03/2024 10:40:00 AM;425,4;0;0;0;94;3,65;4,19;1,8;0,694;100,91;1;6,6;0;4,1;0;100;7955;101;5,4
07/03/2024 10:45:00 AM;426,2;0;0;0;2;3,52;5;2;0,7;100,91;2,3;6;0;3,9;0,01;100;7953;101,01;5,3
07/03/2024 10:50:00 AM;478,2;0;0;0;191;2,26;4,44;1,8;0,7;100,9;2;5,7;0;4,4;0;100;7960;101,01;5,4
07/03/2024 10:55:00 AM;602;0;0;0;2;2,96;4,31;2;0,706;100,91;2;5,8;0;4,4;0;100;7957;101,01;5,6
07/03/2024 11:00:00 AM;561,6;0;0;0;359;3;4,08;2,1;0,71;100,9;2,1;5,8;0;4,6;0;100;7960;101;5,7
07/03/2024 11:05:00 AM;538,4;0;0;0;9;3,36;4,78;2,2;0,718;100,9;1,9;4,9;0;4,6;0;100;7963;100,99;5,8
07/03/2024 11:10:00 AM;553,4;0;0;0;16;3,51;4,37;2,1;0,714;100,9;1,6;4,6;0;4,7;0;100;7966;101;6
07/03/2024 11:15:00 AM;572,8;0;0;0;20;2,97;3,73;2,1;0,712;100,9;-0,4;5;0;4,7;0;100;7968;100,99;6
07/03/2024 11:20:00 AM;613,2;0;0;0;7;3,46;4,86;2,1;0,708;100,89;2,8;6,5;0;4,8;0;100;7966;100,99;5,9
07/03/2024 11:25:00 AM;706,4;0;0;0;15;3,27;4,01;2;0,708;100,89;3,4;5,3;0;4,9;0;100;7966;100,99;5,8
07/03/2024 11:30:00 AM;709,2;0;0;0;19;3,37;4,29;2;0,704;100,88;3,3;5,9;0;4,8;0;100;7965;100,98;5,5
07/03/2024 11:35:00 AM;732,2;0;0;0;24;3,71;5,05;2,2;0,714;100,88;1,2;5,7;0;4,7;0;100;7920;100,98;5,3
07/03/2024 11:40:00 AM;730,4;0;0;0;8;3,68;4,55;2,5;0,722;100,88;2,3;5;0;4,7;0,01;100;7950;100,97;5,3
07/03/2024 11:45:00 AM;750;0;0;0;15;3,85;4,72;2,6;0,73;100,87;2,9;5;0;4,6;0;100;7952;100,97;5,2
07/03/2024 11:50:00 AM;758,2;0;0;0;18;4,15;4,86;2,7;0,728;100,88;0,1;4,9;0;4,5;0,01;100;7954;100,97;5,2
07/03/2024 11:55:00 AM;761,6;0;0;0;10;3,42;4,58;3,1;0,736;100,88;0,6;6,1;0;4,5;0,03;100;7954;100,97;5,2
07/03/2024 12:00:00 PM;768;0;0;0;18;3,57;3,9;3,1;0,746;100,88;1,1;4,6;0;4,6;0,02;100;7956;100,97;5,3
07/03/2024 12:05:00 PM;712;0;0;0;24;1,67;5,02;3,7;0,762;100,86;1,4;5,5;0;5;0,04;100;7938;100,96;5,6
07/03/2024 12:10:00 PM;678,2;0;0;0;306;1,88;4,09;3,5;0,782;100,84;1,4;6;0;6,3;0;100;7945;100,96;6,6
07/03/2024 12:15:00 PM;678,2;0;0;0;265;2,94;4,77;3,3;0,774;100,85;2,3;6,2;0;7,2;0;100;7953;100,97;7,3
07/03/2024 12:20:00 PM;679,4;0;0;0;43;3,18;4,65;3,4;0,78;100,88;0,1;6,9;0;6,9;0;100;7971;100,97;8
